,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
150,VegOil,Sfo,load,9342786,AMIAS,San Lorenzo - Argentina,2017-01-01 00:00:00,2017-01-06 04:10:00,Nouryon Chemicals Argentina,1000.0,Cargill,Dominican Republic,5.17,1.77,Vicentin
151,VegOil,Sbo Par,load,9258595,BLUE ONYX,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-04 15:45:00,Arauco,3500.0,Dreyfus,India,6.66,2.72,Cargill Agrop
152,VegOil,Sbo Par,load,9258595,BLUE ONYX,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-04 15:45:00,Arauco,7500.0,Dreyfus,Bangladesh,6.66,2.72,CoPaGra
153,VegOil,Sbo Par,load,9258595,BLUE ONYX,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-04 15:45:00,Arauco,8000.0,Dreyfus,Bangladesh,6.66,2.72,Cargill Agrop
154,VegOil,Sbo,load,9686766,STI GRAMERCY,San Lorenzo - Argentina,2017-01-03 00:00:00,2017-01-06 11:05:00,Renova-South,24942.905,Glencore,India,3.46,1.13,O.Moreno
155,VegOil,Sbo,load,9342786,AMIAS,San Lorenzo - Argentina,2017-01-01 00:00:00,2017-01-06 04:10:00,Arauco,1000.0,Cargill,Guatemala,5.17,1.37,AGD
156,VegOil,Sbo,load,9342786,AMIAS,San Lorenzo - Argentina,2017-01-01 00:00:00,2017-01-06 04:10:00,Arauco,3000.0,Cargill,Guatemala,5.17,1.37,Bunge
157,VegOil,Sbo Bol,load,9342786,AMIAS,San Lorenzo - Argentina,2017-01-01 00:00:00,2017-01-06 04:10:00,Arauco,1427.321,Cargill,Colombia,5.17,1.37,Gravetal
158,VegOil,Sbo Bol,load,9342786,AMIAS,San Lorenzo - Argentina,2017-01-01 00:00:00,2017-01-06 04:10:00,Arauco,2328.499,Cargill,Colombia,5.17,1.37,Cargill Boliv
159,VegOil,Sbo,load,9686766,STI GRAMERCY,San Lorenzo - Argentina,2017-01-03 00:00:00,2017-01-06 11:05:00,San Benito,6135.0,Glencore,India,3.46,0.71,Molinos Agro S.A
160,VegOil,Sbo,load,9686766,STI GRAMERCY,San Lorenzo - Argentina,2017-01-03 00:00:00,2017-01-06 11:05:00,San Benito,1865.0,Glencore,India,3.46,0.71,YPF
161,VegOil,Sbo,load,9112753,THERESA SUCCESS,San Lorenzo - Argentina,2017-01-06 00:00:00,2017-01-13 06:50:00,Arauco,18000.0,Wilmar,Malaysia,7.28,5.14,AGD
162,VegOil,Sbo,load,9112753,THERESA SUCCESS,San Lorenzo - Argentina,2017-01-06 00:00:00,2017-01-13 06:50:00,Arauco,9000.0,Wilmar,India,7.28,5.14,AGD
163,VegOil,Sbo,load,9112753,THERESA SUCCESS,San Lorenzo - Argentina,2017-01-06 00:00:00,2017-01-13 06:50:00,Arauco,5000.0,Wilmar,India,7.28,5.14,Bunge
164,VegOil,Sbo,load,9442562,CHEMROUTE BRILLIANT,San Lorenzo - Argentina,2017-01-12 00:00:00,2017-01-15 01:10:00,Dempa,7000.0,Bunge,Brazil,3.05,2.4,Bunge
165,VegOil,Sfo,load,9442562,CHEMROUTE BRILLIANT,San Lorenzo - Argentina,2017-01-12 00:00:00,2017-01-15 01:10:00,Dempa,5000.0,Bunge,Brazil,3.05,2.4,Bunge
166,VegOil,Sbo,load,9442562,CHEMROUTE BRILLIANT,San Lorenzo - Argentina,2017-01-12 00:00:00,2017-01-15 01:10:00,Dempa,3000.0,Bunge,Venezuela,3.05,2.4,Bunge
167,VegOil,Sbo,load,9724611,ARCHON,San Lorenzo - Argentina,2017-01-16 14:18:00,2017-01-20 23:55:00,Nouryon Chemicals Argentina,10000.0,Bunge,India,4.4,1.5,Bunge
168,VegOil,Sbo,load,9724611,ARCHON,San Lorenzo - Argentina,2017-01-16 14:18:00,2017-01-20 23:55:00,Arauco,22507.34,Bunge,India,4.4,2.34,Bunge
169,VegOil,Sbo,load,9724611,ARCHON,San Lorenzo - Argentina,2017-01-16 14:18:00,2017-01-20 23:55:00,Arauco,492.66,Bunge,India,4.4,2.34,AGD
170,VegOil,Sbo,load,8106769,ALKAIOS,San Lorenzo - Argentina,2017-01-15 21:00:00,2017-01-21 15:50:00,Cofco Int. PGSM North,20000.0,Transgrain,Iran,5.78,5.51,Nidera
171,VegOil,Sfo,load,8106769,ALKAIOS,San Lorenzo - Argentina,2017-01-15 21:00:00,2017-01-21 15:50:00,Cofco Int. PGSM North,12000.0,Transgrain,Iran,5.78,5.51,Nidera
172,VegOil,Sbo,load,9456070,BROADWAY,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 19:55:00,Renova-South,6500.0,Bunge,India,3.29,0.5,Vicentin
173,VegOil,Sbo,load,9185487,JUPITER,San Lorenzo - Argentina,2017-01-21 19:50:00,2017-01-25 18:15:00,San Benito,2627.0,Nidera,India,3.93,1.0,Cía Arg de Granos
174,VegOil,Sbo,load,9185487,JUPITER,San Lorenzo - Argentina,2017-01-21 19:50:00,2017-01-25 18:15:00,San Benito,7373.0,Nidera,India,3.93,1.0,Molinos Agro S.A
175,VegOil,Sbo,load,9412725,JBU SAPPHIRE,San Lorenzo - Argentina,2017-01-22 07:42:00,2017-01-24 02:50:00,Renova-South,10460.0,Cargill,Peru,1.8,1.8,O.Moreno
176,VegOil,Sbo,load,9412725,JBU SAPPHIRE,San Lorenzo - Argentina,2017-01-22 07:42:00,2017-01-24 02:50:00,Renova-South,8000.0,Cargill,Peru,1.8,1.8,Vicentin
177,VegOil,Sbo,load,9724099,BIRDIE TRADER,San Lorenzo - Argentina,2017-01-22 08:54:00,2017-02-02 16:50:00,Nouryon Chemicals Argentina,5000.0,ADM,Peru,11.33,1.74,Molinos Agro S.A
178,VegOil,Sbo,load,9667461,STENA IMPRESSION,San Lorenzo - Argentina,2017-01-23 00:00:00,2017-01-26 20:12:00,Cofco Int. Timbues Fl.Berth,240.26,Glencore,India,3.84,1.27,YPF
179,VegOil,Sbo,load,9667461,STENA IMPRESSION,San Lorenzo - Argentina,2017-01-23 00:00:00,2017-01-26 20:12:00,Cofco Int. Timbues Fl.Berth,3350.0,Glencore,India,3.84,1.27,Cofco Agri Arg
180,VegOil,Sbo,load,9667461,STENA IMPRESSION,San Lorenzo - Argentina,2017-01-23 00:00:00,2017-01-26 20:12:00,Cofco Int. Timbues Fl.Berth,3909.74,Glencore,India,3.84,1.27,AMaggi
181,VegOil,Sbo,load,9456070,BROADWAY,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 19:55:00,Arauco,10000.0,Bunge,India,3.29,2.66,Cargill
182,VegOil,Sbo,load,9456070,BROADWAY,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 19:55:00,Arauco,6507.34,Bunge,India,3.29,2.66,AGD
183,VegOil,Sbo,load,9456070,BROADWAY,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 19:55:00,Arauco,6151.658,Bunge,India,3.29,2.66,Bunge
184,VegOil,Sbo,load,9456070,BROADWAY,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 19:55:00,Arauco,1440.603,Bunge,India,3.29,2.66,Bunge Parag
185,VegOil,Sbo,load,9185487,JUPITER,San Lorenzo - Argentina,2017-01-21 19:50:00,2017-01-25 18:15:00,Cofco Int. PGSM North,15000.0,Nidera,Iran,3.93,2.08,Nidera
186,VegOil,Sbo,load,9667461,STENA IMPRESSION,San Lorenzo - Argentina,2017-01-23 00:00:00,2017-01-26 20:12:00,Renova-South,18970.0,Glencore,India,3.84,2.04,O.Moreno
187,VegOil,Sbo,load,9420758,PUMA,San Lorenzo - Argentina,2017-01-25 05:45:00,2017-01-27 13:30:00,Nouryon Chemicals Argentina,8000.0,Nidera,India,2.32,1.94,Vicentin
188,VegOil,Sbo ref,load,9724099,BIRDIE TRADER,San Lorenzo - Argentina,2017-01-22 08:54:00,2017-02-02 16:50:00,Dempa,3000.0,Bunge,Colombia,11.33,2.28,Bunge
189,VegOil,Sfo,load,9724099,BIRDIE TRADER,San Lorenzo - Argentina,2017-01-22 08:54:00,2017-02-02 16:50:00,Dempa,500.0,Bunge,Colombia,11.33,2.28,Bunge
190,VegOil,Sbo,load,9719745,HAFNIA AMESSI,San Lorenzo - Argentina,2017-01-29 13:15:00,2017-02-01 15:00:00,Arauco,10500.0,Cargill,Peru,3.07,2.39,Cargill
191,VegOil,Sbo Bol,load,9719745,HAFNIA AMESSI,San Lorenzo - Argentina,2017-01-29 13:15:00,2017-02-01 15:00:00,Arauco,5000.0,Cargill,Colombia,3.07,2.39,Gravetal
192,VegOil,Sbo,load,9719745,HAFNIA AMESSI,San Lorenzo - Argentina,2017-01-29 13:15:00,2017-02-01 15:00:00,Arauco,2000.0,Cargill,Peru,3.07,2.39,ACA
193,VegOil,Sbo,load,9719745,HAFNIA AMESSI,San Lorenzo - Argentina,2017-01-29 13:15:00,2017-02-01 15:00:00,Arauco,500.0,Cargill,Peru,3.07,2.39,Bunge
194,VegOil,Sbo,load,9719745,HAFNIA AMESSI,San Lorenzo - Argentina,2017-01-29 13:15:00,2017-02-01 15:00:00,Arauco,4000.0,Cargill,Peru,3.07,2.39,AGD
195,VegOil,Sbo Bol,load,9724099,BIRDIE TRADER,San Lorenzo - Argentina,2017-01-22 08:54:00,2017-02-02 16:50:00,Arauco,3312.041,Bunge,Colombia,11.33,0.97,Nutrioil
196,VegOil,Sbo Bol,load,9724099,BIRDIE TRADER,San Lorenzo - Argentina,2017-01-22 08:54:00,2017-02-02 16:50:00,Arauco,3000.0,Bunge,Ecuador,11.33,0.97,Nutrioil
197,VegOil,Sfo,load,9407366,HORIZON APHRODITE,San Lorenzo - Argentina,2017-02-02 04:45:00,2017-02-04 11:00:00,Dempa,1000.0,Bunge,India,2.26,0.91,Bunge
198,VegOil,Sfo,load,9407366,HORIZON APHRODITE,San Lorenzo - Argentina,2017-02-02 04:45:00,2017-02-04 11:00:00,Dempa,3000.0,Bunge,India,2.26,0.91,Nidera
199,VegOil,Sfo,load,9477529,MTM SINGAPORE,San Lorenzo - Argentina,2017-01-30 14:05:00,2017-02-04 02:38:00,Nouryon Chemicals Argentina,16500.0,Olam,South Africa,4.52,4.48,Vicentin
200,VegOil,Sbo,load,9407366,HORIZON APHRODITE,San Lorenzo - Argentina,2017-02-02 04:45:00,2017-02-04 11:00:00,Arauco,9310.0,Bunge,India,2.26,1.13,AGD
201,VegOil,Sbo ref,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Dempa,5000.0,Bunge,South Africa,4.53,1.27,Bunge
202,VegOil,Sfo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Dempa,700.0,Bunge,Mozambique,4.53,1.27,Bunge
203,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Dempa,3900.0,Bunge,Mozambique,4.53,1.27,Bunge
204,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Dempa,2000.0,Bunge,India,4.53,1.27,Bunge
205,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Arauco,690.0,Bunge,India,4.53,2.81,AGD
206,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Arauco,5910.0,Bunge,India,4.53,2.81,Bunge
207,VegOil,Sbo,load,9660657,STENAWECO VENTURE,San Lorenzo - Argentina,2017-02-08 05:18:00,2017-02-12 18:00:00,Arauco,14700.0,Bunge,Bangladesh,4.53,2.81,Bunge
208,VegOil,Sbo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Nouryon Chemicals Argentina,2960.0,Transgrain,India,8.1,3.94,Cía Arg de Granos
209,VegOil,Sbo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Nouryon Chemicals Argentina,14000.0,Transgrain,India,8.1,3.94,Vicentin
210,VegOil,Sbo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Nouryon Chemicals Argentina,1040.0,Transgrain,India,8.1,3.94,Molinos Agro S.A
211,VegOil,Sbo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Nouryon Chemicals Argentina,4000.0,Transgrain,Madagascar,8.1,3.94,Molinos Agro S.A
212,VegOil,Sbo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Nouryon Chemicals Argentina,2000.0,Transgrain,Mauritius,8.1,3.94,Molinos Agro S.A
213,VegOil,Sbo ref,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Dempa,5000.0,Transgrain,South Africa,8.1,1.52,Bunge
214,VegOil,Sfo,load,9654775,ARDMORE EXPORTER,San Lorenzo - Argentina,2017-02-08 20:24:00,2017-02-16 22:45:00,Cofco Int. PGSM North,3000.0,Transgrain,Mauritius,8.1,1.12,Nidera
215,VegOil,Sbo,load,9708760,PYXIS EPSILON,San Lorenzo - Argentina,2017-02-17 03:48:00,2017-02-22 01:40:00,Cofco Int. Timbues Fl.Berth,10000.0,Bunge,India,4.91,1.55,Cofco Agri Arg
216,VegOil,Sbo,load,9708760,PYXIS EPSILON,San Lorenzo - Argentina,2017-02-17 03:48:00,2017-02-22 01:40:00,Renova-South,6500.0,Bunge,India,4.91,0.55,Engelhart CTP
217,VegOil,Sbo,load,9708760,PYXIS EPSILON,San Lorenzo - Argentina,2017-02-17 03:48:00,2017-02-22 01:40:00,Renova-South,1000.0,Bunge,India,4.91,0.55,Vicentin
218,VegOil,Sbo,load,9294276,G BRIGHT,San Lorenzo - Argentina,2017-02-19 00:00:00,2017-02-21 14:40:00,Arauco,4000.0,Bunge,Colombia,2.61,1.55,AGD
219,VegOil,Sbo,load,9294276,G BRIGHT,San Lorenzo - Argentina,2017-02-19 00:00:00,2017-02-21 14:40:00,Arauco,2000.0,Bunge,Colombia,2.61,1.55,Bunge
220,VegOil,Sbo,load,9708760,PYXIS EPSILON,San Lorenzo - Argentina,2017-02-17 03:48:00,2017-02-22 01:40:00,LDC Timbues,8200.0,Bunge,India,4.91,1.29,Dreyfus
221,VegOil,Sfo,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Dempa,1000.0,Bunge,Colombia,2.92,0.28,Bunge
222,VegOil,Sbo,load,9264465,MTM FAIRFIELD,San Lorenzo - Argentina,2017-02-20 02:24:00,2017-02-25 05:15:00,Cofco Int. Timbues,15000.0,Cofco Agri,Venezuela,5.12,1.54,Cofco Agri Arg
223,VegOil,Sfo,load,9423645,SONGA BREEZE,San Lorenzo - Argentina,2017-02-25 05:24:00,2017-03-01 06:45:00,Nouryon Chemicals Argentina,1500.0,Cargill,Peru,4.06,0.62,Vicentin
224,VegOil,Sbo,load,9666089,STENAWECO IMPULSE,San Lorenzo - Argentina,2017-02-23 00:00:00,2017-02-26 13:45:00,Renova-South,26177.0,Glencore,India,3.57,2.64,O.Moreno
225,VegOil,Sbo,load,9666089,STENAWECO IMPULSE,San Lorenzo - Argentina,2017-02-23 00:00:00,2017-02-26 13:45:00,Renova-South,7500.0,Glencore,India,3.57,2.64,Vicentin
226,VegOil,Sbo,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,6400.0,Bunge,Colombia,2.92,2.23,AGD
227,VegOil,Sbo,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,1200.0,Bunge,Colombia,2.92,2.23,Bunge
228,VegOil,Sbo Bol,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,3095.433,Bunge,Colombia,2.92,2.23,Nutrioil
229,VegOil,Sbo Bol,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,2000.0,Bunge,Colombia,2.92,2.23,Gravetal
230,VegOil,Sbo,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,1600.0,Bunge,Panama,2.92,2.23,AGD
231,VegOil,Sbo,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,400.0,Bunge,Panama,2.92,2.23,Bunge
232,VegOil,Sbo Bol,load,9673678,FAIRCHEM SWORD,San Lorenzo - Argentina,2017-02-24 08:48:00,2017-02-27 06:50:00,Arauco,3000.0,Bunge,Ecuador,2.92,2.23,Gravetal
233,VegOil,Sbo,load,9423645,SONGA BREEZE,San Lorenzo - Argentina,2017-02-25 05:24:00,2017-03-01 06:45:00,Arauco,17307.0,Cargill,Peru,4.06,1.96,AGD
234,VegOil,Sbo,load,9510682,TORM ASTRID,San Lorenzo - Argentina,2017-03-01 04:30:00,2017-03-08 00:55:00,Arauco,17000.0,Bunge,India,6.85,1.98,Bunge
235,VegOil,Sbo,load,9510682,TORM ASTRID,San Lorenzo - Argentina,2017-03-01 04:30:00,2017-03-08 00:55:00,Arauco,2000.0,Bunge,India,6.85,1.98,AGD
236,VegOil,Sbo,load,9681156,STI MEMPHIS,San Lorenzo - Argentina,2017-03-03 00:00:00,2017-03-08 14:25:00,Cofco Int. PGSM North,15000.0,Transgrain,India,5.6,1.65,Nidera
237,VegOil,Sbo,load,9510682,TORM ASTRID,San Lorenzo - Argentina,2017-03-01 04:30:00,2017-03-08 00:55:00,Renova-South,6500.0,Bunge,India,6.85,0.56,Vicentin
238,VegOil,Sbo,load,9510682,TORM ASTRID,San Lorenzo - Argentina,2017-03-01 04:30:00,2017-03-08 00:55:00,Renova-South,2000.0,Bunge,India,6.85,0.56,O.Moreno
239,VegOil,Sbo,load,9272199,CHAMPION CONTEST,San Lorenzo - Argentina,2017-03-01 00:00:00,2017-03-06 15:25:00,Nouryon Chemicals Argentina,12638.0,Glencore,India,5.64,4.6,Vicentin
240,VegOil,Sbo,load,9272199,CHAMPION CONTEST,San Lorenzo - Argentina,2017-03-01 00:00:00,2017-03-06 15:25:00,Nouryon Chemicals Argentina,8200.0,Glencore,India,5.64,4.6,O.Moreno
241,VegOil,Sfo,load,9272199,CHAMPION CONTEST,San Lorenzo - Argentina,2017-03-01 00:00:00,2017-03-06 15:25:00,Nouryon Chemicals Argentina,12500.0,Glencore,India,5.64,4.6,Vicentin
242,VegOil,Sbo,load,9510682,TORM ASTRID,San Lorenzo - Argentina,2017-03-01 04:30:00,2017-03-08 00:55:00,LDC Timbues,6500.0,Bunge,India,6.85,0.52,Dreyfus
243,VegOil,Sbo,load,9681120,STI SAN ANTONIO,San Lorenzo - Argentina,2017-02-27 22:00:00,2017-03-08 03:20:00,Cofco Int. Timbues,20725.0,Cofco Agri,India,8.22,1.78,Cofco Agri Arg
244,VegOil,Sbo,load,9681120,STI SAN ANTONIO,San Lorenzo - Argentina,2017-02-27 22:00:00,2017-03-08 03:20:00,Cofco Int. Timbues,8500.0,Cofco Agri,India,8.22,1.78,Vicentin
245,VegOil,Sbo,load,9681120,STI SAN ANTONIO,San Lorenzo - Argentina,2017-02-27 22:00:00,2017-03-08 03:20:00,Cofco Int. Timbues,2775.0,Cofco Agri,India,8.22,1.78,YPF
246,VegOil,Sbo,load,9681156,STI MEMPHIS,San Lorenzo - Argentina,2017-03-03 00:00:00,2017-03-08 14:25:00,Nouryon Chemicals Argentina,13000.0,Transgrain,India,5.6,1.88,Molinos Agro S.A
247,VegOil,Sbo,load,9681156,STI MEMPHIS,San Lorenzo - Argentina,2017-03-03 00:00:00,2017-03-08 14:25:00,Nouryon Chemicals Argentina,4000.0,Transgrain,India,5.6,1.88,Vicentin
248,VegOil,Sbo Par,load,9323077,LAVRAKI,San Lorenzo - Argentina,2017-03-07 05:36:00,2017-03-11 13:50:00,ADM AGRO San Lorenzo,8000.0,ADM,Spain,4.34,1.29,ADM Par
249,VegOil,Sbo Bol,load,9749336,LOUIS P,San Lorenzo - Argentina,2017-03-06 00:00:00,2017-03-10 11:45:00,Arauco,1172.725,Cargill,Ecuador,4.49,2.69,IOL SA
250,VegOil,Sbo Bol,load,9749336,LOUIS P,San Lorenzo - Argentina,2017-03-06 00:00:00,2017-03-10 11:45:00,Arauco,3408.0,Cargill,Ecuador,4.49,2.69,Cargill Americas Inc.
251,VegOil,Sbo,load,9749336,LOUIS P,San Lorenzo - Argentina,2017-03-06 00:00:00,2017-03-10 11:45:00,Arauco,15000.0,Cargill,Peru,4.49,2.69,AGD
252,VegOil,Sbo,load,9749336,LOUIS P,San Lorenzo - Argentina,2017-03-06 00:00:00,2017-03-10 11:45:00,Arauco,2967.0,Cargill,Peru,4.49,2.69,Cargill
253,VegOil,Sbo,load,9323077,LAVRAKI,San Lorenzo - Argentina,2017-03-07 05:36:00,2017-03-11 13:50:00,Renova-South,10450.0,ADM,Tunisia,4.34,0.85,Vicentin
254,VegOil,Sbo,load,9313462,PTI RHINE,San Lorenzo - Argentina,2017-03-10 16:10:00,2017-03-16 13:10:00,Renova-South,2638.0,Transgrain,Pakistan,5.88,0.75,O.Moreno
255,VegOil,Sbo,load,9313462,PTI RHINE,San Lorenzo - Argentina,2017-03-10 16:10:00,2017-03-16 13:10:00,Renova-South,8500.0,Transgrain,Pakistan,5.88,0.75,Cofco Agri Arg
256,VegOil,Sbo,load,9313462,PTI RHINE,San Lorenzo - Argentina,2017-03-10 16:10:00,2017-03-16 13:10:00,LDC Timbues,6862.0,Transgrain,Pakistan,5.88,0.58,Dreyfus
257,VegOil,Sbo,load,9692325,SILVER ZOE,San Lorenzo - Argentina,2017-03-11 00:00:00,2017-03-14 13:30:00,Renova-South,17150.0,Glencore,Pakistan,3.56,1.88,O.Moreno
258,VegOil,Sbo,load,9692325,SILVER ZOE,San Lorenzo - Argentina,2017-03-11 00:00:00,2017-03-14 13:30:00,Renova-South,16070.0,Glencore,India,3.56,1.88,O.Moreno
259,VegOil,Sbo Par,load,9265861,JOHNNY TRAVELLER,San Lorenzo - Argentina,2017-03-09 13:54:00,2017-03-14 18:30:00,Arauco,7000.0,Cargill,India,5.19,4.21,Cargill Agrop
260,VegOil,Sbo,load,9265861,JOHNNY TRAVELLER,San Lorenzo - Argentina,2017-03-09 13:54:00,2017-03-14 18:30:00,Arauco,15000.0,Cargill,India,5.19,4.21,Cargill
261,VegOil,Sbo,load,9265861,JOHNNY TRAVELLER,San Lorenzo - Argentina,2017-03-09 13:54:00,2017-03-14 18:30:00,Arauco,10000.0,Cargill,India,5.19,4.21,Bunge
262,VegOil,Sbo,load,9477531,SHAMROCK MERCURY,San Lorenzo - Argentina,2017-03-11 01:40:00,2017-03-15 00:00:00,LDC Timbues,3840.0,ADM,Peru,3.93,1.0,Dreyfus
263,VegOil,Sbo,load,9477531,SHAMROCK MERCURY,San Lorenzo - Argentina,2017-03-11 01:40:00,2017-03-15 00:00:00,LDC Timbues,1800.0,ADM,Peru,3.93,1.0,YPF
264,VegOil,Sbo,load,9477531,SHAMROCK MERCURY,San Lorenzo - Argentina,2017-03-11 01:40:00,2017-03-15 00:00:00,LDC Timbues,360.0,ADM,Peru,3.93,1.0,Cía Arg de Granos
265,VegOil,Sbo,load,9313462,PTI RHINE,San Lorenzo - Argentina,2017-03-10 16:10:00,2017-03-16 13:10:00,Arauco,10000.0,Transgrain,India,5.88,1.74,AGD
266,VegOil,Sfo,load,9538153,ELEKTRA,San Lorenzo - Argentina,2017-03-07 17:18:00,2017-03-17 19:05:00,Nouryon Chemicals Argentina,31500.0,Olam Europe BV,Egypt,10.07,5.79,Vicentin
267,VegOil,Sbo,load,9493145,GOLDENGATE PARK,San Lorenzo - Argentina,2017-03-17 01:05:00,2017-03-21 07:50:00,Dempa,3500.0,Bunge,Venezuela,4.28,3.58,Bunge
268,VegOil,Sbo,load,9493145,GOLDENGATE PARK,San Lorenzo - Argentina,2017-03-17 01:05:00,2017-03-21 07:50:00,Dempa,7800.0,Bunge,Colombia,4.28,3.58,Bunge
269,VegOil,Sfo,load,9493145,GOLDENGATE PARK,San Lorenzo - Argentina,2017-03-17 01:05:00,2017-03-21 07:50:00,Dempa,5000.0,Bunge,Brazil,4.28,3.58,Bunge
270,VegOil,Sfo,load,9412775,ZOUZOU,San Lorenzo - Argentina,2017-03-19 13:24:00,2017-03-26 18:10:00,Cofco Int. PGSM South,2500.0,Nidera,Mozambique,7.2,1.95,Nidera
271,VegOil,Sfo (hioleic),load,9412775,ZOUZOU,San Lorenzo - Argentina,2017-03-19 13:24:00,2017-03-26 18:10:00,Cofco Int. PGSM South,1500.0,Nidera,Mozambique,7.2,1.95,Nidera
272,VegOil,Sbo,load,9412775,ZOUZOU,San Lorenzo - Argentina,2017-03-19 13:24:00,2017-03-26 18:10:00,Cofco Int. PGSM South,10000.0,Nidera,Iran,7.2,1.95,Nidera
273,VegOil,Sbo,load,9489106,NAVIG8 UNIVERSE,San Lorenzo - Argentina,2017-03-19 04:00:00,2017-03-27 02:15:00,Renova-South,18000.0,ADM,India,7.93,1.87,Vicentin
274,VegOil,Sbo,load,9722625,HELLAS FIGHTER,San Lorenzo - Argentina,2017-03-15 02:55:00,2017-03-22 15:40:00,Arauco,15765.0,Cofco Agri,India,7.53,6.04,AGD
275,VegOil,Sbo,load,9722625,HELLAS FIGHTER,San Lorenzo - Argentina,2017-03-15 02:55:00,2017-03-22 15:40:00,Arauco,3000.0,Cofco Agri,Bangladesh,7.53,6.04,Cargill
276,VegOil,Sbo,load,9722625,HELLAS FIGHTER,San Lorenzo - Argentina,2017-03-15 02:55:00,2017-03-22 15:40:00,Arauco,7435.0,Cofco Agri,Bangladesh,7.53,6.04,AGD
277,VegOil,Sbo,load,9722625,HELLAS FIGHTER,San Lorenzo - Argentina,2017-03-15 02:55:00,2017-03-22 15:40:00,Arauco,2000.0,Cofco Agri,Bangladesh,7.53,6.04,Bunge
278,VegOil,Sbo Par,load,9722625,HELLAS FIGHTER,San Lorenzo - Argentina,2017-03-15 02:55:00,2017-03-22 15:40:00,Arauco,4000.0,Cofco Agri,Bangladesh,7.53,6.04,Bunge Parag
279,VegOil,Sbo,load,9172272,MELATI 7,San Lorenzo - Argentina,2017-03-20 06:36:00,2017-03-25 02:20:00,Nouryon Chemicals Argentina,6105.0,Transgrain,India,4.82,2.15,Cía Arg de Granos
280,VegOil,Sbo,load,9172272,MELATI 7,San Lorenzo - Argentina,2017-03-20 06:36:00,2017-03-25 02:20:00,Nouryon Chemicals Argentina,895.0,Transgrain,India,4.82,2.15,Molinos Agro S.A
281,VegOil,Sbo,load,9172272,MELATI 7,San Lorenzo - Argentina,2017-03-20 06:36:00,2017-03-25 02:20:00,Nouryon Chemicals Argentina,2000.0,Transgrain,India,4.82,2.15,Vicentin
282,VegOil,Sbo,load,9172272,MELATI 7,San Lorenzo - Argentina,2017-03-20 06:36:00,2017-03-25 02:20:00,Arauco,4000.0,Transgrain,India,4.82,2.33,AGD
